Batch, Algorithm, Group, Mean, Samples, Variance
442, bandit, control, 0.403517, 28601, 0.240700
442, ab, test, 0.200596, 26531, 0.160363
442, bandit, test, 0.203134, 15699, 0.161881
443, ab, control, 0.398034, 17805, 0.239616
443, bandit, control, 0.403328, 28669, 0.240663
443, ab, test, 0.200714, 26595, 0.160434
443, bandit, test, 0.203039, 15731, 0.161824
444, ab, control, 0.397916, 17848, 0.239592
444, bandit, control, 0.403153, 28736, 0.240629
444, ab, test, 0.200698, 26652, 0.160424
444, bandit, test, 0.202867, 15764, 0.161722
445, ab, control, 0.397920, 17888, 0.239593
445, bandit, control, 0.403215, 28801, 0.240641
445, ab, test, 0.200771, 26712, 0.160468
445, bandit, test, 0.202861, 15799, 0.161719
446, ab, control, 0.397992, 17930, 0.239608
446, bandit, control, 0.403277, 28866, 0.240653
446, ab, test, 0.200635, 26770, 0.160387
446, bandit, test, 0.202728, 15834, 0.161640
447, ab, control, 0.397984, 17958, 0.239606
447, bandit, control, 0.403285, 28920, 0.240655
447, ab, test, 0.200805, 26842, 0.160488
447, bandit, test, 0.202771, 15880, 0.161665
448, ab, control, 0.398133, 17994, 0.239636
448, bandit, control, 0.403237, 28978, 0.240645
448, ab, test, 0.200736, 26906, 0.160447
448, bandit, test, 0.202801, 15922, 0.161683
449, ab, control, 0.398115, 18040, 0.239633
449, bandit, control, 0.403120, 29036, 0.240623
449, ab, test, 0.200668, 26960, 0.160406
449, bandit, test, 0.202957, 15964, 0.161775
450, ab, control, 0.398174, 18075, 0.239645
450, bandit, control, 0.402963, 29097, 0.240592
450, ab, test, 0.200925, 27025, 0.160560
450, bandit, test, 0.203024, 16003, 0.161816
451, ab, control, 0.398223, 18118, 0.239655
451, bandit, control, 0.403032, 29159, 0.240605
451, ab, test, 0.200908, 27082, 0.160550
451, bandit, test, 0.202668, 16041, 0.161604
452, ab, control, 0.398094, 18154, 0.239628
452, bandit, control, 0.403121, 29222, 0.240623
452, ab, test, 0.200766, 27146, 0.160465
452, bandit, test, 0.202824, 16078, 0.161696
453, ab, control, 0.397933, 18194, 0.239596
453, bandit, control, 0.402930, 29283, 0.240586
453, ab, test, 0.200581, 27206, 0.160354
453, bandit, test, 0.203015, 16117, 0.161810
454, ab, control, 0.397960, 18233, 0.239601
454, bandit, control, 0.402937, 29347, 0.240587
454, ab, test, 0.200499, 27267, 0.160305
454, bandit, test, 0.202934, 16153, 0.161762
455, ab, control, 0.397833, 18274, 0.239575
455, bandit, control, 0.402884, 29408, 0.240577
455, ab, test, 0.200578, 27326, 0.160352
455, bandit, test, 0.202878, 16192, 0.161728
456, ab, control, 0.397662, 18307, 0.239540
456, bandit, control, 0.402851, 29460, 0.240570
456, ab, test, 0.200453, 27393, 0.160277
456, bandit, test, 0.203017, 16240, 0.161811
457, ab, control, 0.397548, 18355, 0.239517
457, bandit, control, 0.402695, 29536, 0.240540
457, ab, test, 0.200692, 27445, 0.160421
457, bandit, test, 0.203210, 16264, 0.161925
458, ab, control, 0.397379, 18393, 0.239482
458, bandit, control, 0.402439, 29597, 0.240490
458, ab, test, 0.200494, 27507, 0.160302
458, bandit, test, 0.203214, 16303, 0.161928
459, ab, control, 0.397298, 18432, 0.239465
459, bandit, control, 0.402468, 29662, 0.240496
459, ab, test, 0.200595, 27568, 0.160362
459, bandit, test, 0.203146, 16338, 0.161888
460, ab, control, 0.397154, 18479, 0.239436
460, bandit, control, 0.402738, 29729, 0.240548
460, ab, test, 0.200463, 27621, 0.160284
460, bandit, test, 0.203042, 16371, 0.161826
461, ab, control, 0.397408, 18520, 0.239488
461, bandit, control, 0.402692, 29797, 0.240539
461, ab, test, 0.200434, 27680, 0.160266
461, bandit, test, 0.202890, 16403, 0.161735
462, ab, control, 0.397392, 18556, 0.239484
462, bandit, control, 0.402485, 29857, 0.240499
462, ab, test, 0.200548, 27744, 0.160334
462, bandit, test, 0.202761, 16443, 0.161659
463, ab, control, 0.397364, 18590, 0.239479
463, bandit, control, 0.402520, 29919, 0.240506
463, ab, test, 0.200539, 27810, 0.160329
463, bandit, test, 0.202779, 16481, 0.161669
464, ab, control, 0.397370, 18630, 0.239480
464, bandit, control, 0.402522, 29981, 0.240506
464, ab, test, 0.200431, 27870, 0.160264
464, bandit, test, 0.202918, 16519, 0.161752
465, ab, control, 0.397600, 18667, 0.239527
465, bandit, control, 0.402330, 30040, 0.240469
465, ab, test, 0.200372, 27933, 0.160229
465, bandit, test, 0.202778, 16560, 0.161669
466, ab, control, 0.397488, 18710, 0.239504
466, bandit, control, 0.402146, 30106, 0.240433
466, ab, test, 0.200464, 27990, 0.160284
466, bandit, test, 0.202543, 16594, 0.161529
467, ab, control, 0.397217, 18758, 0.239448
467, bandit, control, 0.402187, 30175, 0.240441
467, ab, test, 0.200592, 28042, 0.160361
467, bandit, test, 0.202647, 16625, 0.161591
468, ab, control, 0.397160, 18801, 0.239437
468, bandit, control, 0.402070, 30236, 0.240418
468, ab, test, 0.200648, 28099, 0.160394
468, bandit, test, 0.202472, 16664, 0.161487
469, ab, control, 0.396816, 18845, 0.239366
469, bandit, control, 0.401782, 30300, 0.240361
469, ab, test, 0.200781, 28155, 0.160474
469, bandit, test, 0.202275, 16700, 0.161370
470, ab, control, 0.396801, 18881, 0.239363
470, bandit, control, 0.401871, 30358, 0.240379
470, ab, test, 0.200858, 28219, 0.160519
470, bandit, test, 0.202126, 16742, 0.161281
471, ab, control, 0.396934, 18920, 0.239390
471, bandit, control, 0.402288, 30421, 0.240460
471, ab, test, 0.201025, 28280, 0.160620
471, bandit, test, 0.201919, 16779, 0.161157
472, ab, control, 0.397005, 18962, 0.239405
472, bandit, control, 0.402395, 30480, 0.240481
472, ab, test, 0.201002, 28338, 0.160606
472, bandit, test, 0.201962, 16820, 0.161183
473, ab, control, 0.396726, 18998, 0.239347
473, bandit, control, 0.402279, 30541, 0.240458
473, ab, test, 0.201042, 28402, 0.160630
473, bandit, test, 0.201791, 16859, 0.161081
474, ab, control, 0.396755, 19047, 0.239353
474, bandit, control, 0.402313, 30613, 0.240465
474, ab, test, 0.201068, 28453, 0.160646
474, bandit, test, 0.201753, 16887, 0.161058
475, ab, control, 0.396638, 19093, 0.239329
475, bandit, control, 0.402184, 30680, 0.240440
475, ab, test, 0.201038, 28507, 0.160628
475, bandit, test, 0.202305, 16920, 0.161387
476, ab, control, 0.396769, 19127, 0.239356
476, bandit, control, 0.402029, 30749, 0.240410
476, ab, test, 0.201099, 28573, 0.160664
476, bandit, test, 0.202348, 16951, 0.161413
477, ab, control, 0.396849, 19166, 0.239372
477, bandit, control, 0.402025, 30814, 0.240409
477, ab, test, 0.201229, 28634, 0.160742
477, bandit, test, 0.202402, 16986, 0.161445
478, ab, control, 0.396748, 19191, 0.239352
478, bandit, control, 0.401989, 30864, 0.240402
478, ab, test, 0.201191, 28709, 0.160719
478, bandit, test, 0.202160, 17036, 0.161301
479, ab, control, 0.396650, 19226, 0.239331
479, bandit, control, 0.401979, 30922, 0.240400
479, ab, test, 0.201154, 28774, 0.160697
479, bandit, test, 0.201897, 17078, 0.161144
480, ab, control, 0.396376, 19262, 0.239275
480, bandit, control, 0.401872, 30985, 0.240379
480, ab, test, 0.200881, 28838, 0.160533
480, bandit, test, 0.202045, 17115, 0.161232
481, ab, control, 0.396220, 19310, 0.239242
481, bandit, control, 0.401546, 31055, 0.240314
481, ab, test, 0.200900, 28890, 0.160545
481, bandit, test, 0.202041, 17145, 0.161230
482, ab, control, 0.395969, 19350, 0.239190
482, bandit, control, 0.401626, 31116, 0.240330
482, ab, test, 0.200864, 28950, 0.160523
482, bandit, test, 0.201932, 17184, 0.161165
483, ab, control, 0.395958, 19396, 0.239188
483, bandit, control, 0.401661, 31178, 0.240337
483, ab, test, 0.200834, 29004, 0.160505
483, bandit, test, 0.202009, 17222, 0.161211
484, ab, control, 0.395996, 19432, 0.239196
484, bandit, control, 0.401620, 31236, 0.240329
484, ab, test, 0.200805, 29068, 0.160488
484, bandit, test, 0.202039, 17264, 0.161229
485, ab, control, 0.395840, 19470, 0.239163
485, bandit, control, 0.401744, 31301, 0.240354
485, ab, test, 0.200790, 29130, 0.160479
485, bandit, test, 0.202093, 17299, 0.161261
486, ab, control, 0.395766, 19509, 0.239148
486, bandit, control, 0.401652, 31363, 0.240335
486, ab, test, 0.200918, 29191, 0.160556
486, bandit, test, 0.202226, 17337, 0.161340
487, ab, control, 0.395600, 19545, 0.239113
487, bandit, control, 0.401725, 31422, 0.240350
487, ab, test, 0.201025, 29255, 0.160620
487, bandit, test, 0.202095, 17378, 0.161262
488, ab, control, 0.395915, 19585, 0.239179
488, bandit, control, 0.401696, 31484, 0.240344
488, ab, test, 0.200887, 29315, 0.160537
488, bandit, test, 0.201941, 17416, 0.161170
489, ab, control, 0.395627, 19622, 0.239119
489, bandit, control, 0.401737, 31548, 0.240352
489, ab, test, 0.200933, 29378, 0.160564
489, bandit, test, 0.201983, 17452, 0.161195
490, ab, control, 0.395697, 19659, 0.239133
490, bandit, control, 0.401689, 31609, 0.240343
490, ab, test, 0.200910, 29441, 0.160551
490, bandit, test, 0.202047, 17491, 0.161233
491, ab, control, 0.395775, 19693, 0.239149
491, bandit, control, 0.401724, 31671, 0.240349
491, ab, test, 0.200800, 29507, 0.160485
491, bandit, test, 0.202065, 17529, 0.161244
492, ab, control, 0.395834, 19733, 0.239162
492, bandit, control, 0.401670, 31735, 0.240339
492, ab, test, 0.200595, 29567, 0.160362
492, bandit, test, 0.201993, 17565, 0.161201
493, ab, control, 0.395975, 19774, 0.239191
493, bandit, control, 0.401799, 31797, 0.240364
493, ab, test, 0.200533, 29626, 0.160325
493, bandit, test, 0.202011, 17603, 0.161212
494, ab, control, 0.395922, 19812, 0.239180
494, bandit, control, 0.401676, 31854, 0.240340
494, ab, test, 0.200485, 29688, 0.160296
494, bandit, test, 0.202255, 17646, 0.161357
495, ab, control, 0.396021, 19855, 0.239200
495, bandit, control, 0.401723, 31920, 0.240349
495, ab, test, 0.200235, 29745, 0.160147
495, bandit, test, 0.202262, 17680, 0.161361
496, ab, control, 0.396089, 19892, 0.239215
496, bandit, control, 0.401764, 31979, 0.240357
496, ab, test, 0.200349, 29808, 0.160215
496, bandit, test, 0.202302, 17721, 0.161385
497, ab, control, 0.395996, 19932, 0.239195
497, bandit, control, 0.401623, 32045, 0.240329
497, ab, test, 0.200516, 29868, 0.160314
497, bandit, test, 0.202422, 17755, 0.161456
498, ab, control, 0.396044, 19970, 0.239205
498, bandit, control, 0.401694, 32109, 0.240343
498, ab, test, 0.200434, 29930, 0.160266
498, bandit, test, 0.202237, 17791, 0.161346
499, ab, control, 0.395871, 20004, 0.239169
499, bandit, control, 0.401579, 32178, 0.240321
499, ab, test, 0.200293, 29996, 0.160181
499, bandit, test, 0.202166, 17822, 0.161304
500, ab, control, 0.395739, 20041, 0.239142
500, bandit, control, 0.401607, 32243, 0.240326
500, ab, test, 0.200439, 30059, 0.160269
500, bandit, test, 0.202274, 17857, 0.161368
501, ab, control, 0.395937, 20084, 0.239183
501, bandit, control, 0.401578, 32310, 0.240321
501, ab, test, 0.200525, 30116, 0.160320
501, bandit, test, 0.202236, 17890, 0.161346
502, ab, control, 0.395895, 20124, 0.239174
502, bandit, control, 0.401415, 32373, 0.240288
502, ab, test, 0.200424, 30176, 0.160260
502, bandit, test, 0.202042, 17927, 0.161230
503, ab, control, 0.396122, 20163, 0.239221
503, bandit, control, 0.401319, 32438, 0.240270
503, ab, test, 0.200317, 30237, 0.160196
503, bandit, test, 0.202149, 17962, 0.161294
504, ab, control, 0.396318, 20206, 0.239262
504, bandit, control, 0.401329, 32502, 0.240271
504, ab, test, 0.200337, 30294, 0.160207
504, bandit, test, 0.202134, 17998, 0.161285
505, ab, control, 0.396455, 20252, 0.239290
505, bandit, control, 0.401241, 32564, 0.240254
505, ab, test, 0.200343, 30348, 0.160211
505, bandit, test, 0.202428, 18036, 0.161460
506, ab, control, 0.396749, 20300, 0.239351
506, bandit, control, 0.401189, 32633, 0.240244
506, ab, test, 0.200526, 30400, 0.160321
506, bandit, test, 0.202524, 18067, 0.161517
507, ab, control, 0.396755, 20340, 0.239352
507, bandit, control, 0.401223, 32695, 0.240251
507, ab, test, 0.200328, 30460, 0.160202
507, bandit, test, 0.202375, 18105, 0.161428
508, ab, control, 0.396751, 20378, 0.239351
508, bandit, control, 0.401270, 32756, 0.240260
508, ab, test, 0.200446, 30522, 0.160272
508, bandit, test, 0.202216, 18144, 0.161333
509, ab, control, 0.396571, 20415, 0.239314
509, bandit, control, 0.401377, 32817, 0.240281
509, ab, test, 0.200294, 30585, 0.160182
509, bandit, test, 0.202167, 18183, 0.161304
510, ab, control, 0.396685, 20452, 0.239338
510, bandit, control, 0.401351, 32874, 0.240276
510, ab, test, 0.200209, 30648, 0.160130
510, bandit, test, 0.201909, 18226, 0.161151
511, ab, control, 0.396906, 20491, 0.239383
511, bandit, control, 0.401215, 32935, 0.240249
511, ab, test, 0.200137, 30709, 0.160087
511, bandit, test, 0.202135, 18265, 0.161285
512, ab, control, 0.397048, 20529, 0.239413
512, bandit, control, 0.401237, 32993, 0.240253
512, ab, test, 0.200253, 30771, 0.160157
512, bandit, test, 0.202108, 18307, 0.161269
513, ab, control, 0.397199, 20564, 0.239444
513, bandit, control, 0.401017, 33051, 0.240210
513, ab, test, 0.200156, 30836, 0.160099
513, bandit, test, 0.202082, 18349, 0.161254
514, ab, control, 0.397097, 20597, 0.239423
514, bandit, control, 0.401105, 33111, 0.240227
514, ab, test, 0.200434, 30903, 0.160265
514, bandit, test, 0.202023, 18389, 0.161218
515, ab, control, 0.397191, 20645, 0.239442
515, bandit, control, 0.401206, 33180, 0.240247
515, ab, test, 0.200355, 30955, 0.160218
515, bandit, test, 0.202009, 18420, 0.161210
516, ab, control, 0.397023, 20694, 0.239407
516, bandit, control, 0.401383, 33250, 0.240282
516, ab, test, 0.200413, 31006, 0.160253
516, bandit, test, 0.202385, 18450, 0.161434
517, ab, control, 0.397048, 20733, 0.239412
517, bandit, control, 0.401405, 33308, 0.240286
517, ab, test, 0.200470, 31067, 0.160287
517, bandit, test, 0.202250, 18492, 0.161353
518, ab, control, 0.396948, 20776, 0.239392
518, bandit, control, 0.401504, 33377, 0.240306
518, ab, test, 0.200553, 31124, 0.160336
518, bandit, test, 0.202235, 18523, 0.161345
519, ab, control, 0.396761, 20811, 0.239353
519, bandit, control, 0.401507, 33439, 0.240306
519, ab, test, 0.200519, 31189, 0.160317
519, bandit, test, 0.202144, 18561, 0.161291
520, ab, control, 0.396824, 20843, 0.239366
520, bandit, control, 0.401469, 33497, 0.240299
520, ab, test, 0.200659, 31257, 0.160400
520, bandit, test, 0.202064, 18603, 0.161243
521, ab, control, 0.396676, 20881, 0.239336
521, bandit, control, 0.401407, 33557, 0.240286
521, ab, test, 0.200709, 31319, 0.160430
521, bandit, test, 0.201845, 18643, 0.161112
522, ab, control, 0.396865, 20924, 0.239375
522, bandit, control, 0.401309, 33620, 0.240267
522, ab, test, 0.200695, 31376, 0.160422
522, bandit, test, 0.201820, 18680, 0.161097
523, ab, control, 0.396985, 20963, 0.239399
523, bandit, control, 0.401253, 33682, 0.240256
523, ab, test, 0.200623, 31437, 0.160379
523, bandit, test, 0.201891, 18718, 0.161140
524, ab, control, 0.396944, 21008, 0.239391
524, bandit, control, 0.401268, 33748, 0.240259
524, ab, test, 0.200432, 31492, 0.160264
524, bandit, test, 0.202005, 18752, 0.161208
525, ab, control, 0.397130, 21046, 0.239429
525, bandit, control, 0.401195, 33809, 0.240245
525, ab, test, 0.200450, 31554, 0.160275
525, bandit, test, 0.202065, 18791, 0.161243
526, ab, control, 0.397011, 21075, 0.239405
526, bandit, control, 0.401282, 33859, 0.240262
526, ab, test, 0.200601, 31625, 0.160365
526, bandit, test, 0.202059, 18841, 0.161240
527, ab, control, 0.397035, 21114, 0.239410
527, bandit, control, 0.401338, 33924, 0.240273
527, ab, test, 0.200499, 31686, 0.160304
527, bandit, test, 0.201897, 18876, 0.161143
528, ab, control, 0.397174, 21157, 0.239438
528, bandit, control, 0.401559, 33990, 0.240316
528, ab, test, 0.200328, 31743, 0.160202
528, bandit, test, 0.201957, 18910, 0.161179
529, ab, control, 0.397159, 21193, 0.239435
529, bandit, control, 0.401527, 34050, 0.240310
529, ab, test, 0.200208, 31807, 0.160129
529, bandit, test, 0.202111, 18950, 0.161271
530, ab, control, 0.396780, 21241, 0.239357
530, bandit, control, 0.401559, 34122, 0.240316
530, ab, test, 0.200226, 31859, 0.160141
530, bandit, test, 0.202076, 18978, 0.161250
531, ab, control, 0.396965, 21284, 0.239395
531, bandit, control, 0.401416, 34184, 0.240288
531, ab, test, 0.200370, 31916, 0.160227
531, bandit, test, 0.201988, 19016, 0.161197
532, ab, control, 0.397046, 21330, 0.239412
532, bandit, control, 0.401425, 34248, 0.240290
532, ab, test, 0.200344, 31970, 0.160211
532, bandit, test, 0.202079, 19052, 0.161251
533, ab, control, 0.397090, 21373, 0.239421
533, bandit, control, 0.401422, 34318, 0.240289
533, ab, test, 0.200425, 32027, 0.160260
533, bandit, test, 0.201918, 19082, 0.161156
534, ab, control, 0.397227, 21421, 0.239449
534, bandit, control, 0.401477, 34388, 0.240300
534, ab, test, 0.200224, 32079, 0.160140
534, bandit, test, 0.201915, 19112, 0.161154
535, ab, control, 0.397130, 21464, 0.239429
535, bandit, control, 0.401446, 34448, 0.240294
535, ab, test, 0.200305, 32136, 0.160188
535, bandit, test, 0.201911, 19152, 0.161151
536, ab, control, 0.396866, 21506, 0.239375
536, bandit, control, 0.401286, 34514, 0.240263
536, ab, test, 0.200317, 32194, 0.160195
536, bandit, test, 0.201918, 19186, 0.161156
537, ab, control, 0.396603, 21548, 0.239320
537, bandit, control, 0.401441, 34568, 0.240293
537, ab, test, 0.200267, 32252, 0.160165
537, bandit, test, 0.201903, 19232, 0.161147
538, ab, control, 0.396554, 21591, 0.239310
538, bandit, control, 0.401253, 34634, 0.240256
538, ab, test, 0.200656, 32309, 0.160398
538, bandit, test, 0.202066, 19266, 0.161244
539, ab, control, 0.396486, 21630, 0.239296
539, bandit, control, 0.401245, 34697, 0.240254
539, ab, test, 0.200649, 32370, 0.160394
539, bandit, test, 0.202093, 19303, 0.161260
540, ab, control, 0.396464, 21664, 0.239291
540, bandit, control, 0.401208, 34755, 0.240247
540, ab, test, 0.200795, 32436, 0.160482
540, bandit, test, 0.202068, 19345, 0.161245
541, ab, control, 0.396415, 21702, 0.239281
541, bandit, control, 0.401333, 34814, 0.240272
541, ab, test, 0.200812, 32498, 0.160492
541, bandit, test, 0.202053, 19386, 0.161236
542, ab, control, 0.396200, 21739, 0.239237
542, bandit, control, 0.401330, 34879, 0.240271
542, ab, test, 0.200884, 32561, 0.160535
542, bandit, test, 0.201895, 19421, 0.161142
543, ab, control, 0.396134, 21778, 0.239223
543, bandit, control, 0.401442, 34944, 0.240293
543, ab, test, 0.200907, 32622, 0.160549
543, bandit, test, 0.201994, 19456, 0.161201
544, ab, control, 0.396194, 21810, 0.239235
544, bandit, control, 0.401314, 35010, 0.240268
544, ab, test, 0.200887, 32690, 0.160536
544, bandit, test, 0.201847, 19490, 0.161113
545, ab, control, 0.396328, 21843, 0.239263
545, bandit, control, 0.401283, 35075, 0.240262
545, ab, test, 0.200843, 32757, 0.160510
545, bandit, test, 0.201844, 19525, 0.161111
546, ab, control, 0.396390, 21885, 0.239276
546, bandit, control, 0.401411, 35146, 0.240287
546, ab, test, 0.200792, 32815, 0.160480
546, bandit, test, 0.201851, 19554, 0.161116
547, ab, control, 0.396387, 21918, 0.239275
547, bandit, control, 0.401142, 35207, 0.240234
547, ab, test, 0.200748, 32882, 0.160453
547, bandit, test, 0.201756, 19593, 0.161059
548, ab, control, 0.396439, 21958, 0.239286
548, bandit, control, 0.400816, 35273, 0.240169
548, ab, test, 0.200686, 32942, 0.160416
548, bandit, test, 0.201559, 19627, 0.160941
549, ab, control, 0.396373, 22002, 0.239272
549, bandit, control, 0.400872, 35338, 0.240180
549, ab, test, 0.200588, 32998, 0.160357
549, bandit, test, 0.201760, 19662, 0.161061
550, ab, control, 0.396370, 22040, 0.239272
550, bandit, control, 0.400926, 35403, 0.240191
550, ab, test, 0.200514, 33060, 0.160313
550, bandit, test, 0.201706, 19697, 0.161029
551, ab, control, 0.396206, 22087, 0.239238
551, bandit, control, 0.400812, 35473, 0.240168
551, ab, test, 0.200495, 33113, 0.160302
551, bandit, test, 0.201805, 19727, 0.161088
552, ab, control, 0.396320, 22121, 0.239261
552, bandit, control, 0.400788, 35530, 0.240164
552, ab, test, 0.200398, 33179, 0.160243
552, bandit, test, 0.201922, 19770, 0.161158
553, ab, control, 0.396119, 22160, 0.239220
553, bandit, control, 0.400714, 35594, 0.240149
553, ab, test, 0.200421, 33240, 0.160257
553, bandit, test, 0.201909, 19806, 0.161150
554, ab, control, 0.396128, 22210, 0.239221
554, bandit, control, 0.400437, 35666, 0.240094
554, ab, test, 0.200481, 33290, 0.160293
554, bandit, test, 0.201976, 19834, 0.161190
555, ab, control, 0.396198, 22249, 0.239236
555, bandit, control, 0.400487, 35729, 0.240104
555, ab, test, 0.200414, 33351, 0.160253
555, bandit, test, 0.202104, 19871, 0.161266
556, ab, control, 0.396276, 22290, 0.239252
556, bandit, control, 0.400699, 35790, 0.240146
556, ab, test, 0.200419, 33410, 0.160256
556, bandit, test, 0.202109, 19910, 0.161269
557, ab, control, 0.396318, 22323, 0.239261
557, bandit, control, 0.400971, 35853, 0.240200
557, ab, test, 0.200436, 33477, 0.160266
557, bandit, test, 0.202136, 19947, 0.161285
558, ab, control, 0.396029, 22362, 0.239201
558, bandit, control, 0.401103, 35916, 0.240226
558, ab, test, 0.200668, 33538, 0.160405
558, bandit, test, 0.202062, 19984, 0.161241
559, ab, control, 0.396054, 22401, 0.239206
559, bandit, control, 0.401056, 35980, 0.240217
559, ab, test, 0.200839, 33599, 0.160508
559, bandit, test, 0.201898, 20020, 0.161143
560, ab, control, 0.395980, 22438, 0.239191
560, bandit, control, 0.401248, 36045, 0.240255
560, ab, test, 0.200701, 33662, 0.160425
560, bandit, test, 0.201995, 20055, 0.161201
561, ab, control, 0.395890, 22481, 0.239172
561, bandit, control, 0.401346, 36106, 0.240274
561, ab, test, 0.200688, 33719, 0.160417
561, bandit, test, 0.201901, 20094, 0.161145
562, ab, control, 0.395932, 22519, 0.239181
562, bandit, control, 0.401515, 36168, 0.240307
562, ab, test, 0.200675, 33781, 0.160409
562, bandit, test, 0.201818, 20132, 0.161095
563, ab, control, 0.395922, 22560, 0.239178
563, bandit, control, 0.401435, 36225, 0.240292
563, ab, test, 0.200650, 33840, 0.160394
563, bandit, test, 0.201685, 20175, 0.161016
564, ab, control, 0.395682, 22604, 0.239128
564, bandit, control, 0.401466, 36297, 0.240298
564, ab, test, 0.200614, 33896, 0.160373
564, bandit, test, 0.201703, 20203, 0.161027
565, ab, control, 0.395557, 22644, 0.239102
565, bandit, control, 0.401419, 36356, 0.240288
565, ab, test, 0.200318, 33956, 0.160195
565, bandit, test, 0.201739, 20244, 0.161048
566, ab, control, 0.395662, 22681, 0.239124
566, bandit, control, 0.401318, 36415, 0.240268
566, ab, test, 0.200417, 34019, 0.160255
566, bandit, test, 0.201873, 20285, 0.161128
567, ab, control, 0.395369, 22718, 0.239063
567, bandit, control, 0.401502, 36473, 0.240305
567, ab, test, 0.200428, 34082, 0.160262
567, bandit, test, 0.201997, 20327, 0.161202
568, ab, control, 0.395484, 22762, 0.239087
568, bandit, control, 0.401467, 36541, 0.240298
568, ab, test, 0.200393, 34138, 0.160240
568, bandit, test, 0.202171, 20359, 0.161306
569, ab, control, 0.395519, 22808, 0.239094
569, bandit, control, 0.401557, 36605, 0.240316
569, ab, test, 0.200515, 34192, 0.160313
569, bandit, test, 0.202157, 20395, 0.161298
570, ab, control, 0.395457, 22847, 0.239081
570, bandit, control, 0.401505, 36667, 0.240305
570, ab, test, 0.200391, 34253, 0.160239
570, bandit, test, 0.201928, 20433, 0.161161
571, ab, control, 0.395341, 22879, 0.239057
571, bandit, control, 0.401579, 36730, 0.240320
571, ab, test, 0.200402, 34321, 0.160246
571, bandit, test, 0.202003, 20470, 0.161206
572, ab, control, 0.395357, 22916, 0.239060
572, bandit, control, 0.401392, 36787, 0.240283
572, ab, test, 0.200384, 34384, 0.160235
572, bandit, test, 0.201969, 20513, 0.161186
573, ab, control, 0.395295, 22955, 0.239047
573, bandit, control, 0.401248, 36850, 0.240255
573, ab, test, 0.200377, 34445, 0.160231
573, bandit, test, 0.201946, 20550, 0.161172
574, ab, control, 0.395259, 22990, 0.239040
574, bandit, control, 0.401312, 36904, 0.240267
574, ab, test, 0.200406, 34510, 0.160248
574, bandit, test, 0.201981, 20596, 0.161192
575, ab, control, 0.395182, 23040, 0.239024
575, bandit, control, 0.401222, 36977, 0.240249
575, ab, test, 0.200579, 34560, 0.160352
575, bandit, test, 0.202056, 20623, 0.161237
576, ab, control, 0.395086, 23076, 0.239003
576, bandit, control, 0.401253, 37039, 0.240255
576, ab, test, 0.200612, 34624, 0.160372
576, bandit, test, 0.201878, 20661, 0.161131
577, ab, control, 0.395224, 23116, 0.239032
577, bandit, control, 0.401525, 37106, 0.240309
577, ab, test, 0.200698, 34684, 0.160423
577, bandit, test, 0.201749, 20694, 0.161054
578, ab, control, 0.395145, 23151, 0.239016
578, bandit, control, 0.401674, 37162, 0.240338
578, ab, test, 0.200581, 34749, 0.160353
578, bandit, test, 0.201611, 20738, 0.160972
579, ab, control, 0.395127, 23190, 0.239012
579, bandit, control, 0.401768, 37223, 0.240357
579, ab, test, 0.200661, 34810, 0.160401
579, bandit, test, 0.201473, 20777, 0.160889
580, ab, control, 0.395359, 23227, 0.239061
580, bandit, control, 0.401888, 37284, 0.240381
580, ab, test, 0.200728, 34873, 0.160441
580, bandit, test, 0.201672, 20816, 0.161008
581, ab, control, 0.395051, 23278, 0.238996
581, bandit, control, 0.401815, 37348, 0.240366
581, ab, test, 0.200733, 34922, 0.160444
581, bandit, test, 0.201995, 20852, 0.161201
582, ab, control, 0.395008, 23316, 0.238987
582, bandit, control, 0.401786, 37408, 0.240360
582, ab, test, 0.200635, 34984, 0.160385
582, bandit, test, 0.201895, 20892, 0.161141
583, ab, control, 0.395213, 23357, 0.239030
583, bandit, control, 0.401681, 37470, 0.240340
583, ab, test, 0.200497, 35043, 0.160302
583, bandit, test, 0.201863, 20930, 0.161122
584, ab, control, 0.395358, 23394, 0.239060
584, bandit, control, 0.401434, 37523, 0.240291
584, ab, test, 0.200393, 35106, 0.160240
584, bandit, test, 0.201888, 20977, 0.161137
585, ab, control, 0.395433, 23430, 0.239076
585, bandit, control, 0.401527, 37579, 0.240310
585, ab, test, 0.200284, 35170, 0.160175
585, bandit, test, 0.201893, 21021, 0.161140
586, ab, control, 0.395236, 23467, 0.239035
586, bandit, control, 0.401759, 37642, 0.240355
586, ab, test, 0.200267, 35233, 0.160165
586, bandit, test, 0.202013, 21058, 0.161212
587, ab, control, 0.395108, 23510, 0.239008
587, bandit, control, 0.401793, 37706, 0.240362
587, ab, test, 0.200453, 35290, 0.160276
587, bandit, test, 0.202001, 21094, 0.161204
588, ab, control, 0.395218, 23549, 0.239031
588, bandit, control, 0.401848, 37773, 0.240373
588, ab, test, 0.200504, 35351, 0.160306
588, bandit, test, 0.201969, 21127, 0.161185
589, ab, control, 0.395098, 23584, 0.239006
589, bandit, control, 0.401792, 37833, 0.240362
589, ab, test, 0.200446, 35416, 0.160272
589, bandit, test, 0.201918, 21167, 0.161155
590, ab, control, 0.395201, 23631, 0.239027
590, bandit, control, 0.401789, 37898, 0.240361
590, ab, test, 0.200570, 35469, 0.160346
